Timestamp	BM2:TEL? 8,DATA: Time (s)	BM2:TEL? 8,DATA: Data	BM2:TEL? 9,DATA: Time (s)	BM2:TEL? 9,DATA: Data	BM2:TEL? 10,DATA: Time (s)	BM2:TEL? 10,DATA: Data	BM2:TEL? 11,DATA: Time (s)	BM2:TEL? 11,DATA: Data	BM2:TEL? 13,DATA: Time (s)	BM2:TEL? 13,DATA: Data	BM2:TEL? 14,DATA: Time (s)	BM2:TEL? 14,DATA: Data	BM2:TEL? 15,DATA: Time (s)	BM2:TEL? 15,DATA: Data	BM2:TEL? 16,DATA: Time (s)	BM2:TEL? 16,DATA: Data	BM2:TEL? 17,DATA: Time (s)	BM2:TEL? 17,DATA: Data	BM2:TEL? 18,DATA: Time (s)	BM2:TEL? 18,DATA: Data	BM2:TEL? 19,DATA: Time (s)	BM2:TEL? 19,DATA: Data	BM2:TEL? 20,DATA: Time (s)	BM2:TEL? 20,DATA: Data	BM2:TEL? 21,DATA: Time (s)	BM2:TEL? 21,DATA: Data	BM2:TEL? 22,DATA: Time (s)	BM2:TEL? 22,DATA: Data	BM2:TEL? 23,DATA: Time (s)	BM2:TEL? 23,DATA: Data	BM2:TEL? 24,DATA: Time (s)	BM2:TEL? 24,DATA: Data	BM2:TEL? 25,DATA: Time (s)	BM2:TEL? 25,DATA: Data	BM2:TEL? 48,DATA: Time (s)	BM2:TEL? 48,DATA: Data	BM2:TEL? 49,DATA: Time (s)	BM2:TEL? 49,DATA: Data	BM2:TEL? 50,DATA: Time (s)	BM2:TEL? 50,DATA: Data	BM2:TEL? 51,DATA: Time (s)	BM2:TEL? 51,DATA: Data	BM2:TEL? 52,DATA: Time (s)	BM2:TEL? 52,DATA: Data	BM2:TEL? 53,DATA: Time (s)	BM2:TEL? 53,DATA: Data	BM2:TEL? 54,DATA: Time (s)	BM2:TEL? 54,DATA: Data	BM2:TEL? 55,DATA: Time (s)	BM2:TEL? 55,DATA: Data	BM2:TEL? 56,DATA: Time (s)	BM2:TEL? 56,DATA: Data	BM2:TEL? 57,DATA: Time (s)	BM2:TEL? 57,DATA: Data	BM2:TEL? 58,DATA: Time (s)	BM2:TEL? 58,DATA: Data	BM2:TEL? 60,DATA: Time (s)	BM2:TEL? 60,DATA: Data	BM2:TEL? 61,DATA: Time (s)	BM2:TEL? 61,DATA: Data	BM2:TEL? 62,DATA: Time (s)	BM2:TEL? 62,DATA: Data	BM2:TEL? 63,DATA: Time (s)	BM2:TEL? 63,DATA: Data	BM2:TEL? 80,DATA: Time (s)	BM2:TEL? 80,DATA: Data	BM2:TEL? 81,DATA: Time (s)	BM2:TEL? 81,DATA: Data	BM2:TEL? 82,DATA: Time (s)	BM2:TEL? 82,DATA: Data	BM2:TEL? 83,DATA: Time (s)	BM2:TEL? 83,DATA: Data	BM2:TEL? 84,DATA: Time (s)	BM2:TEL? 84,DATA: Data	BM2:TEL? 85,DATA: Time (s)	BM2:TEL? 85,DATA: Data	BM2:TEL? 90,DATA: Time (s)	BM2:TEL? 90,DATA: Data	BM2:TEL? 93,DATA: Time (s)	BM2:TEL? 93,DATA: Data	BM2:TEL? 94,DATA: Time (s)	BM2:TEL? 94,DATA: Data	BM2:TEL? 95,DATA: Time (s)	BM2:TEL? 95,DATA: Data	BM2:TEL? 104,DATA: Time (s)	BM2:TEL? 104,DATA: Data	BM2:TEL? 105,DATA: Time (s)	BM2:TEL? 105,DATA: Data	BM2:TEL? 106,DATA: Time (s)	BM2:TEL? 106,DATA: Data	BM2:TEL? 107,DATA: Time (s)	BM2:TEL? 107,DATA: Data	BM2:TEL? 114,DATA: Time (s)	BM2:TEL? 114,DATA: Data
00:01:40:22.70	6022.7	2977	6022.92	7008	6023.13	-48	6023.35	-48	6023.55	24592	6023.76	13	6023.98	255	6024.19	52	6024.41	209	6024.63	2257	6024.85	65535	6025.07	6800	6025.28	8400	6025.48	C0 00	6025.69	0	6025.91	10178	6026.13	8400	6026.35	2972	6026.57	2983	6026.77	4282	6026.99	4282	6027.19	02	6027.41		6027.63	00 00 00 00	6027.83	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6028.06	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6028.28	00 00	6028.49	00 00 00 00 00 00 00 00	6028.7	4000	6028.92	4000	6029.14	4000	6029.35	4000	6029.57	00 00	6029.78	00 00	6029.99	00 00	6030.21	00 00	6030.42	45 80	6030.64	00 04	6030.86	2047	6031.07	7008	6031.28	2972	6031.49	2983	6031.71	00 00	6031.93	00 00	6032.15	00 00	6032.37	00 00	6032.58	04 00
00:01:40:32.80	6032.8	2977	6033.0	7008	6033.23	-47	6033.45	-48	6033.66	24592	6033.88	13	6034.1	255	6034.32	52	6034.53	209	6034.74	2257	6034.96	65535	6035.18	6800	6035.38	8400	6035.59	C0 00	6035.81	0	6036.03	10178	6036.24	8400	6036.46	2972	6036.67	2983	6036.89	4282	6037.1	4282	6037.32	02	6037.53		6037.75	00 00 00 00	6037.97	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6038.18	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6038.4	00 00	6038.62	00 00 00 00 00 00 00 00	6038.83	4000	6039.05	4000	6039.27	4000	6039.48	4000	6039.71	00 00	6039.93	00 00	6040.14	00 00	6040.36	00 00	6040.58	45 80	6040.79	00 04	6041.01	2047	6041.23	7008	6041.45	2972	6041.66	2983	6041.87	00 00	6042.09	00 00	6042.31	00 00	6042.53	00 00	6042.74	04 00
00:01:40:42.97	6042.97	2977	6043.18	7008	6043.4	-48	6043.62	-48	6043.83	24592	6044.05	13	6044.26	255	6044.48	52	6044.69	209	6044.9	2257	6045.12	65535	6045.33	6800	6045.55	8400	6045.76	C0 00	6045.98	0	6046.19	10178	6046.4	8400	6046.61	2972	6046.82	2983	6047.03	4282	6047.25	4282	6047.46	02	6047.68		6047.89	00 00 00 00	6048.11	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6048.33	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6048.55	00 00	6048.76	00 00 00 00 00 00 00 00	6048.98	4000	6049.19	4000	6049.4	4000	6049.62	4000	6049.83	00 00	6050.04	00 00	6050.25	00 00	6050.46	00 00	6050.68	45 80	6050.89	00 04	6051.11	2047	6051.32	7008	6051.53	2972	6051.74	2983	6051.96	00 00	6052.17	00 00	6052.39	00 00	6052.6	00 00	6052.82	04 00
00:01:40:53.03	6053.03	2977	6053.24	7008	6053.46	-48	6053.67	-48	6053.89	24592	6054.11	13	6054.33	255	6054.55	52	6054.76	209	6054.97	2257	6055.17	65535	6055.39	6800	6055.6	8400	6055.82	C0 00	6056.04	0	6056.25	10178	6056.47	8400	6056.69	2972	6056.9	2983	6057.12	4282	6057.33	4282	6057.55	02	6057.77		6057.98	00 00 00 00	6058.19	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6058.41	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6058.63	00 00	6058.84	00 00 00 00 00 00 00 00	6059.07	4000	6059.29	4000	6059.5	4000	6059.72	4000	6059.94	00 00	6060.14	00 00	6060.35	00 00	6060.57	00 00	6060.78	45 80	6061.0	00 04	6061.22	2048	6061.43	7008	6061.65	2972	6061.86	2983	6062.08	00 00	6062.3	00 00	6062.51	00 00	6062.72	00 00	6062.95	04 00
00:01:41:03.17	6063.17	2977	6063.37	7008	6063.58	-48	6063.8	-48	6064.02	24592	6064.24	13	6064.45	255	6064.66	52	6064.87	209	6065.09	2257	6065.29	65535	6065.51	6800	6065.72	8400	6065.94	C0 00	6066.16	0	6066.37	10178	6066.59	8400	6066.8	2972	6067.02	2983	6067.24	4282	6067.46	4282	6067.67	02	6067.88		6068.1	00 00 00 00	6068.31	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6068.53	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6068.74	00 00	6068.95	00 00 00 00 00 00 00 00	6069.17	4000	6069.38	4000	6069.6	4000	6069.81	4000	6070.03	00 00	6070.24	00 00	6070.46	00 00	6070.68	00 00	6070.89	45 80	6071.11	00 04	6071.32	2047	6071.54	7008	6071.74	2972	6071.96	2983	6072.17	00 00	6072.38	00 00	6072.6	00 00	6072.81	00 00	6073.02	04 00
00:01:41:13.23	6073.23	2977	6073.44	7008	6073.66	-48	6073.88	-48	6074.1	24592	6074.3	13	6074.52	255	6074.74	52	6074.95	21	6075.16	2257	6075.38	65535	6075.59	6800	6075.8	8400	6076.02	C0 00	6076.24	0	6076.45	10178	6076.67	8400	6076.88	2972	6077.1	2983	6077.3	4282	6077.52	4282	6077.73	02	6077.94		6078.16	00 00 00 00	6078.38	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6078.6	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6078.81	00 00	6079.03	00 00 00 00 00 00 00 00	6079.24	4000	6079.46	4000	6079.67	4000	6079.89	4000	6080.11	00 00	6080.32	00 00	6080.54	00 00	6080.75	00 00	6080.96	45 80	6081.18	00 04	6081.4	2047	6081.61	7008	6081.83	2972	6082.04	2983	6082.26	00 00	6082.48	00 00	6082.69	00 00	6082.9	00 00	6083.11	04 00
00:01:41:23.33	6083.33	2977	6083.55	7008	6083.76	-48	6083.97	-48	6084.19	24592	6084.41	13	6084.62	255	6084.83	52	6085.05	209	6085.27	2257	6085.48	65535	6085.7	6800	6085.91	8400	6086.13	C0 00	6086.34	0	6086.55	10178	6086.77	8400	6086.99	2972	6087.2	2983	6087.42	4282	6087.63	4282	6087.85	02	6088.06		6088.28	00 00 00 00	6088.5	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6088.72	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6088.94	00 00	6089.15	00 00 00 00 00 00 00 00	6089.37	4000	6089.59	4000	6089.8	4000	6090.01	4000	6090.23	00 00	6090.44	00 00	6090.66	00 00	6090.87	00 00	6091.08	45 80	6091.31	00 04	6091.54	2047	6091.75	7008	6091.96	2972	6092.18	2983	6092.39	00 00	6092.6	00 00	6092.81	00 00	6093.02	00 00	6093.23	04 00
00:01:41:33.45	6093.45	2977	6093.67	7008	6093.88	-48	6094.09	-48	6094.3	24592	6094.51	13	6094.73	255	6094.94	52	6095.15	21	6095.36	2257	6095.57	65535	6095.78	6800	6096.0	8400	6096.22	C0 00	6096.43	0	6096.65	10178	6096.86	8400	6097.1	2972	6097.32	2983	6097.53	4282	6097.75	4282	6097.96	02	6098.17		6098.39	00 00 00 00	6098.61	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6098.82	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6099.04	00 00	6099.25	00 00 00 00 00 00 00 00	6099.47	4000	6099.68	4000	6099.9	4000	6100.11	4000	6100.33	00 00	6100.54	00 00	6100.75	00 00	6100.97	00 00	6101.18	45 80	6101.4	00 04	6101.61	2047	6101.82	7008	6102.04	2972	6102.25	2983	6102.47	00 00	6102.69	00 00	6102.9	00 00	6103.11	00 00	6103.32	04 00
00:01:41:43.55	6103.55	2977	6103.75	7008	6103.97	-47	6104.18	-48	6104.41	24592	6104.62	13	6104.84	255	6105.05	52	6105.28	209	6105.49	2257	6105.71	65535	6105.92	6800	6106.13	8400	6106.34	C0 00	6106.55	0	6106.76	10178	6106.98	8400	6107.19	2972	6107.4	2983	6107.62	4282	6107.83	4282	6108.05	02	6108.27		6108.49	00 00 00 00	6108.7	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6108.92	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6109.14	00 00	6109.34	00 00 00 00 00 00 00 00	6109.56	4000	6109.78	4000	6110.0	4000	6110.21	4000	6110.42	00 00	6110.64	00 00	6110.85	00 00	6111.07	00 00	6111.28	45 80	6111.49	00 04	6111.71	2047	6111.93	7008	6112.14	2972	6112.36	2983	6112.57	00 00	6112.79	00 00	6113.01	00 00	6113.22	00 00	6113.43	04 00
00:01:41:53.65	6113.65	2977	6113.86	7008	6114.07	-48	6114.29	-48	6114.5	24592	6114.71	13	6114.91	255	6115.13	52	6115.34	209	6115.56	2257	6115.76	65535	6115.99	6800	6116.21	8400	6116.43	C0 00	6116.65	0	6116.85	10178	6117.06	8400	6117.27	2972	6117.49	2983	6117.71	4282	6117.92	4282	6118.14	02	6118.35		6118.55	00 00 00 00	6118.76	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6118.97	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6119.19	00 00	6119.4	00 00 00 00 00 00 00 00	6119.62	4000	6119.83	4000	6120.04	4000	6120.26	4000	6120.48	00 00	6120.7	00 00	6120.9	00 00	6121.12	00 00	6121.33	45 80	6121.54	00 04	6121.75	2047	6121.97	7008	6122.19	2972	6122.4	2983	6122.62	00 00	6122.83	00 00	6123.04	00 00	6123.26	00 00	6123.48	04 00
00:01:42:03.70	6123.7	2977	6123.91	7008	6124.13	-48	6124.34	-48	6124.57	24592	6124.79	13	6125.0	255	6125.21	52	6125.43	207	6125.64	2255	6125.85	65535	6126.06	6800	6126.27	8400	6126.48	C0 00	6126.7	0	6126.91	10178	6127.13	8400	6127.34	2972	6127.55	2983	6127.76	4282	6127.97	4282	6128.19	02	6128.4		6128.62	00 00 00 00	6128.83	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6129.05	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6129.27	00 00	6129.47	00 00 00 00 00 00 00 00	6129.69	4000	6129.91	4000	6130.13	4000	6130.34	4000	6130.55	00 00	6130.77	00 00	6130.98	00 00	6131.2	00 00	6131.41	45 80	6131.63	00 04	6131.84	2047	6132.06	7008	6132.28	2972	6132.48	2983	6132.69	00 00	6132.91	00 00	6133.12	00 00	6133.33	00 00	6133.55	04 00
00:01:42:13.76	6133.76	2977	6133.97	7008	6134.19	-48	6134.41	-48	6134.62	24592	6134.84	13	6135.06	254	6135.27	52	6135.49	20	6135.69	2255	6135.9	65535	6136.13	6800	6136.35	8400	6136.57	C0 00	6136.79	0	6137.0	10178	6137.22	8400	6137.44	2972	6137.66	2983	6137.86	4282	6138.08	4282	6138.3	02	6138.51		6138.72	00 00 00 00	6138.93	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6139.15	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6139.36	00 00	6139.59	00 00 00 00 00 00 00 00	6139.8	4000	6140.01	4000	6140.22	4000	6140.43	4000	6140.65	00 00	6140.88	00 00	6141.1	00 00	6141.31	00 00	6141.52	45 80	6141.74	00 04	6141.95	2048	6142.17	7008	6142.39	2972	6142.6	2983	6142.81	00 00	6143.02	00 00	6143.24	00 00	6143.45	00 00	6143.66	04 00
00:01:42:23.87	6143.87	2977	6144.09	7008	6144.31	-48	6144.52	-48	6144.74	24592	6144.95	13	6145.16	254	6145.38	52	6145.6	207	6145.81	2255	6146.03	65535	6146.25	6800	6146.46	8400	6146.68	C0 00	6146.9	0	6147.12	10178	6147.34	8400	6147.55	2972	6147.75	2983	6147.96	4282	6148.18	4282	6148.39	02	6148.61		6148.82	00 00 00 00	6149.02	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6149.24	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6149.45	00 00	6149.66	00 00 00 00 00 00 00 00	6149.87	4000	6150.09	4000	6150.29	4000	6150.52	4000	6150.74	00 00	6150.96	00 00	6151.18	00 00	6151.39	00 00	6151.61	45 80	6151.81	00 04	6152.03	2047	6152.24	7008	6152.46	2972	6152.68	2984	6152.89	00 00	6153.11	00 00	6153.33	00 00	6153.54	00 00	6153.76	04 00
00:01:42:33.97	6153.97	2978	6154.2	7008	6154.4	-48	6154.61	-48	6154.82	24592	6155.04	13	6155.24	254	6155.46	52	6155.67	207	6155.88	2255	6156.1	65535	6156.31	6800	6156.53	8400	6156.75	C0 00	6156.97	0	6157.18	10178	6157.39	8400	6157.6	2972	6157.81	2984	6158.03	4282	6158.23	4282	6158.45	02	6158.67		6158.88	00 00 00 00	6159.1	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6159.32	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6159.53	00 00	6159.75	00 00 00 00 00 00 00 00	6159.95	4000	6160.16	4000	6160.37	4000	6160.57	4000	6160.78	00 00	6160.99	00 00	6161.19	00 00	6161.4	00 00	6161.61	45 80	6161.82	00 04	6162.03	2046	6162.23	7008	6162.44	2972	6162.66	2984	6162.87	00 00	6163.08	00 00	6163.3	00 00	6163.52	00 00	6163.73	04 00
00:01:42:44.06	6164.06	2978	6164.28	7008	6164.5	-48	6164.71	-48	6164.92	24592	6165.13	13	6165.35	254	6165.56	52	6165.77	20	6165.99	2255	6166.2	65535	6166.42	6800	6166.63	8400	6166.85	C0 00	6167.07	0	6167.28	10178	6167.5	8400	6167.7	2972	6167.92	2984	6168.13	4282	6168.34	4282	6168.55	02	6168.77		6168.99	00 00 00 00	6169.2	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6169.41	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6169.64	00 00	6169.85	00 00 00 00 00 00 00 00	6170.05	4000	6170.26	4000	6170.47	4000	6170.69	4000	6170.91	00 00	6171.12	00 00	6171.34	00 00	6171.55	00 00	6171.76	45 80	6171.98	00 04	6172.2	2047	6172.41	7008	6172.64	2972	6172.85	2984	6173.07	00 00	6173.29	00 00	6173.51	00 00	6173.73	00 00	6173.94	04 00
00:01:42:54.15	6174.15	2978	6174.37	7008	6174.59	-48	6174.81	-48	6175.03	24592	6175.25	13	6175.46	254	6175.68	52	6175.89	207	6176.1	2255	6176.32	65535	6176.54	6800	6176.76	8400	6176.98	C0 00	6177.19	0	6177.4	10178	6177.62	8400	6177.83	2972	6178.05	2984	6178.27	4282	6178.5	4282	6178.71	02	6178.93		6179.15	00 00 00 00	6179.36	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6179.58	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6179.8	00 00	6180.02	00 00 00 00 00 00 00 00	6180.23	4000	6180.45	4000	6180.67	4000	6180.89	4000	6181.11	00 00	6181.32	00 00	6181.54	00 00	6181.75	00 00	6181.97	45 80	6182.19	00 04	6182.41	2047	6182.62	7008	6182.83	2972	6183.05	2984	6183.26	00 00	6183.48	00 00	6183.7	00 00	6183.92	00 00	6184.14	04 00
00:01:43:04.35	6184.35	2978	6184.57	7008	6184.79	-48	6185.0	-48	6185.22	24592	6185.44	13	6185.65	254	6185.87	52	6186.09	20	6186.31	2255	6186.52	65535	6186.75	6800	6186.97	8400	6187.19	C0 00	6187.41	0	6187.63	10178	6187.85	8400	6188.07	2972	6188.28	2984	6188.5	4282	6188.71	4282	6188.93	02	6189.15		6189.37	00 00 00 00	6189.59	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6189.8	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6190.01	00 00	6190.23	00 00 00 00 00 00 00 00	6190.44	4000	6190.66	4000	6190.87	4000	6191.09	4000	6191.29	00 00	6191.51	00 00	6191.72	00 00	6191.95	00 00	6192.17	45 80	6192.38	00 04	6192.6	2047	6192.8	7008	6193.02	2972	6193.23	2984	6193.45	00 00	6193.67	00 00	6193.88	00 00	6194.1	00 00	6194.32	04 00
00:01:43:14.52	6194.52	2978	6194.73	7008	6194.95	-47	6195.15	-48	6195.36	24592	6195.57	13	6195.77	254	6195.98	52	6196.19	207	6196.4	2255	6196.61	65535	6196.81	6800	6197.02	8400	6197.23	C0 00	6197.44	0	6197.65	10178	6197.86	8400	6198.07	2972	6198.27	2984	6198.48	4282	6198.69	4282	6198.89	02	6199.1		6199.31	00 00 00 00	6199.51	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6199.73	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6199.94	00 00	6200.15	00 00 00 00 00 00 00 00	6200.37	4000	6200.59	4000	6200.8	4000	6201.01	4000	6201.24	00 00	6201.46	00 00	6201.68	00 00	6201.89	00 00	6202.11	45 80	6202.32	00 04	6202.53	2047	6202.75	7008	6202.96	2972	6203.18	2984	6203.39	00 00	6203.61	00 00	6203.83	00 00	6204.04	00 00	6204.26	04 00
00:01:43:24.60	6204.6	2978	6204.8	7008	6205.02	-47	6205.24	-48	6205.45	24592	6205.67	13	6205.89	253	6206.11	52	6206.32	206	6206.54	2254	6206.76	65535	6206.98	6800	6207.2	8400	6207.43	C0 00	6207.65	0	6207.86	10178	6208.08	8400	6208.29	2972	6208.51	2984	6208.72	4282	6208.94	4282	6209.16	02	6209.37		6209.58	00 00 00 00	6209.78	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6209.99	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6210.2	00 00	6210.41	00 00 00 00 00 00 00 00	6210.63	4000	6210.84	4000	6211.06	4000	6211.27	4000	6211.49	00 00	6211.71	00 00	6211.93	00 00	6212.15	00 00	6212.36	45 80	6212.58	00 04	6212.8	2047	6213.02	7008	6213.24	2972	6213.46	2984	6213.68	00 00	6213.88	00 00	6214.11	00 00	6214.33	00 00	6214.55	04 00
00:01:43:34.77	6214.77	2978	6214.98	7008	6215.2	-48	6215.41	-48	6215.63	24592	6215.84	13	6216.06	253	6216.28	52	6216.49	206	6216.71	2254	6216.92	65535	6217.15	6800	6217.36	8400	6217.58	C0 00	6217.78	0	6217.99	10178	6218.21	8400	6218.43	2972	6218.63	2984	6218.84	4282	6219.06	4282	6219.27	02	6219.48		6219.7	00 00 00 00	6219.9	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6220.12	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6220.34	00 00	6220.55	00 00 00 00 00 00 00 00	6220.77	4000	6220.99	4000	6221.2	4000	6221.41	4000	6221.63	00 00	6221.84	00 00	6222.06	00 00	6222.27	00 00	6222.49	45 80	6222.7	00 04	6222.91	2047	6223.13	7008	6223.34	2972	6223.56	2984	6223.78	00 00	6223.99	00 00	6224.21	00 00	6224.41	00 00	6224.63	04 00
00:01:43:44.84	6224.84	2978	6225.06	7008	6225.28	-48	6225.49	-48	6225.71	24592	6225.91	13	6226.12	253	6226.34	52	6226.56	18	6226.77	2254	6226.99	65535	6227.21	6800	6227.42	8400	6227.64	C0 00	6227.85	0	6228.07	10178	6228.27	8400	6228.49	2972	6228.71	2984	6228.92	4282	6229.14	4282	6229.35	02	6229.58		6229.79	00 00 00 00	6230.0	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6230.22	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6230.43	00 00	6230.65	00 00 00 00 00 00 00 00	6230.87	4000	6231.08	4000	6231.3	4000	6231.51	4000	6231.73	00 00	6231.95	00 00	6232.17	00 00	6232.38	00 00	6232.6	45 80	6232.82	00 04	6233.03	2047	6233.25	7008	6233.46	2972	6233.67	2984	6233.88	00 00	6234.09	00 00	6234.31	00 00	6234.52	00 00	6234.73	04 00
00:01:43:54.95	6234.95	2978	6235.16	7009	6235.37	-48	6235.59	-48	6235.8	24848	6236.01	13	6236.23	253	6236.44	52	6236.67	18	6236.88	2254	6237.1	65535	6237.32	6800	6237.53	8400	6237.75	C0 00	6237.97	0	6238.18	10178	6238.39	8400	6238.6	2972	6238.81	2984	6239.02	4282	6239.24	4282	6239.45	02	6239.67		6239.89	00 00 00 00	6240.11	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6240.32	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6240.54	00 00	6240.75	00 00 00 00 00 00 00 00	6240.95	4000	6241.16	4000	6241.38	4000	6241.59	4000	6241.8	00 00	6242.01	00 00	6242.23	00 00	6242.45	00 00	6242.66	45 80	6242.89	00 04	6243.1	2047	6243.31	7008	6243.53	2972	6243.75	2984	6243.97	00 00	6244.17	00 00	6244.38	00 00	6244.59	00 00	6244.8	04 00
